question_id,content,options,answer,skill_id_list,difficulty
Chg2_Q20_MCQ,"Custom Transformer (Bộ biến đổi tự định nghĩa) trong Scikit-Learn cần cài đặt những phương thức cơ bản nào?","[""A. predict() và score()."", ""B. fit(), transform(), và fit_transform()."", ""C. train() và test()."", ""D. load() và save().""]",B,"[""2.5_ChuanBi_DuLieu""]",hard

Chg2_Q21_MCQ,"Tình huống: Bạn đang làm việc với tập dữ liệu về giá nhà. Thuộc tính 'Vị trí' có các giá trị: 'Gần biển', 'Trung tâm', 'Ngoại ô'. Máy tính không hiểu chữ, bạn nên dùng kỹ thuật nào?","[""A. Min-Max Scaling."", ""B. Imputation."", ""C. One-Hot Encoding (vì các vị trí không có thứ tự hơn kém)."", ""D. Ordinal Encoding (gán 1, 2, 3). ""]",C,"[""2.5_ChuanBi_DuLieu""]",medium
Chg2_Q22_MCQ,"Tình huống: Thuộc tính 'Đánh giá chất lượng' có các giá trị: 'Tệ', 'Trung bình', 'Tốt', 'Xuất sắc'. Bạn nên dùng kỹ thuật mã hóa nào?","[""A. One-Hot Encoding."", ""B. Ordinal Encoding (vì có thứ tự: Tệ < Trung bình < Tốt < Xuất sắc)."", ""C. Xóa bỏ thuộc tính này."", ""D. Feature Scaling.""]",B,"[""2.5_ChuanBi_DuLieu""]",medium
Chg2_Q23_MCQ,"Tình huống: Bạn sử dụng Grid Search để tìm tham số tối ưu nhưng không gian tham số quá lớn (ví dụ: 5 tham số, mỗi tham số thử 10 giá trị). Máy chạy quá lâu. Bạn nên đổi sang chiến lược nào?","[""A. Mua máy tính mới mạnh hơn."", ""B. Randomized Search (tìm kiếm ngẫu nhiên) để khám phá không gian tham số hiệu quả hơn trong giới hạn thời gian."", ""C. Bỏ qua bước tinh chỉnh tham số."", ""D. Giảm dữ liệu huấn luyện xuống còn 1%.""]",B,"[""2.7_TinhChinh_MoHinh""]",medium
Chg2_Q24_MCQ,"Tình huống: Sau khi triển khai mô hình dự báo doanh số, 6 tháng đầu mô hình chạy rất tốt. Sang tháng thứ 7, độ chính xác giảm đột ngột dù code không đổi. Khả năng cao nhất là gì?","[""A. Code bị lỗi theo thời gian."", ""B. Data Drift (Dữ liệu thực tế đã thay đổi hành vi, ví dụ do xu hướng thị trường mới)."", ""C. Máy chủ bị virus."", ""D. Mô hình bị mệt mỏi.""]",B,"[""2.8_TrienKhai_HeThong""]",medium
Chg2_Q25_MCQ,"Tình huống: Mô hình Random Forest của bạn có độ chính xác trên tập Train là 100% nhưng trên tập Validation chỉ là 75%. Bạn đang gặp vấn đề gì và sửa thế nào?","[""A. Underfitting. Cần tăng độ phức tạp mô hình."", ""B. Overfitting. Cần dùng nhiều dữ liệu hơn, giảm độ sâu của cây hoặc tăng số lượng cây."", ""C. Mô hình quá hoàn hảo."", ""D. Do dữ liệu nhiễu.""]",B,"[""2.6_Chon_HuanLuyen_MoHinh""]",hard
Chg2_Q26_MCQ,"Tình huống: Bạn xây dựng một Pipeline gồm: Điền khuyết -> Chuẩn hóa -> Mô hình. Khi dự đoán dữ liệu mới (Test set), bạn cần gọi hàm nào?","[""A. pipeline.fit(test_data)."", ""B. pipeline.fit_transform(test_data)."", ""C. pipeline.predict(test_data) (lưu ý: Pipeline sẽ tự động gọi transform cho dữ liệu test, KHÔNG được fit lại)."", ""D. pipeline.score(test_data).""]",C,"[""2.5_ChuanBi_DuLieu""]",hard
Chg2_Q27_MCQ,"Tình huống: Bạn cần xây dựng hệ thống học máy để phân loại tin tức chứng khoán. Mỗi ngày có hàng nghìn tin mới và bạn muốn hệ thống học liên tục. Kiểu hệ thống nào phù hợp?","[""A. Batch Learning (Học theo lô)."", ""B. Online Learning (Học trực tuyến)."", ""C. Instance-based Learning."", ""D. Unsupervised Learning.""]",B,"[""2.2_BucTranhLon""]",easy

Chg2_Pra_Q3,"Trong đoạn code phân chia dữ liệu: `split = StratifiedShuffleSplit(n_splits=1, test_size=0.2, random_state=42)`, mục đích chính của việc dùng lớp này thay vì `train_test_split` ngẫu nhiên là gì?","[""A. Để chia dữ liệu nhanh hơn."", ""B. Để đảm bảo tập kiểm tra (test set) đại diện chính xác cho tổng thể dựa trên tỷ lệ của một thuộc tính quan trọng (ví dụ: phân bố thu nhập)."", ""C. Để xáo trộn dữ liệu kỹ hơn."", ""D. Để chia dữ liệu thành nhiều phần bằng nhau.""]",B,"[""2.9_ThucHanh_DuAn""]",medium
Chg2_Pra_Q4,"Để xử lý các giá trị bị thiếu (missing values) bằng cách điền vào giá trị trung vị (median) của cột đó, bạn sử dụng câu lệnh nào?","[""A. SimpleImputer(strategy='median')"", ""B. SimpleImputer(strategy='mean')"", ""C. SimpleImputer(strategy='most_frequent')"", ""D. fillna('median') trong Pandas (nhưng không tích hợp được vào Pipeline Scikit-Learn).""]",A,"[""2.9_ThucHanh_DuAn""]",easy
Chg2_Pra_Q5,"Lớp `OneHotEncoder(sparse_output=False)` thường được dùng để xử lý loại dữ liệu nào trong dự án?","[""A. Dữ liệu số (Numerical)."", ""B. Dữ liệu văn bản tự do."", ""C. Dữ liệu phân loại (Categorical) không có thứ tự (ví dụ: 'Ocean_Proximity'), chuyển chúng thành các vector nhị phân."", ""D. Dữ liệu thời gian.""]",C,"[""2.9_ThucHanh_DuAn""]",medium
Chg2_Pra_Q6,"Công cụ `ColumnTransformer` trong Scikit-Learn giải quyết vấn đề thực tế nào khi xây dựng Pipeline?","[""A. Nó giúp vẽ biểu đồ cột."", ""B. Nó cho phép áp dụng các bước tiền xử lý khác nhau cho các cột khác nhau (ví dụ: chuẩn hóa cho cột số, One-hot cho cột chữ) song song trong cùng một quy trình."", ""C. Nó dùng để xóa cột."", ""D. Nó giúp nén dữ liệu.""]",B,"[""2.9_ThucHanh_DuAn""]",hard
Chg2_Pra_Q7,"Tại sao khi sử dụng `cross_val_score` với tham số `scoring='neg_mean_squared_error'`, kết quả trả về lại là các số âm?","[""A. Do dữ liệu bị lỗi."", ""B. Vì quy ước của Scikit-Learn: hàm 'scoring' phải là hàm tiện ích (utility function - càng lớn càng tốt), trong khi MSE là hàm mất mát (cost function - càng nhỏ càng tốt), nên phải đổi dấu."", ""C. Vì RMSE không thể dương."", ""D. Do lỗi của thuật toán Random Forest.""]",B,"[""2.9_ThucHanh_DuAn""]",hard
Chg2_Pra_Q8,"Biến `param_grid` được truyền vào `GridSearchCV` thường có cấu trúc dữ liệu như thế nào?","[""A. Một danh sách các số nguyên."", ""B. Một từ điển (dictionary) ánh xạ tên tham số tới danh sách các giá trị cần thử (ví dụ: `{'n_estimators': [3, 10, 30], 'max_features': [2, 4, 6]}`)."", ""C. Một mảng NumPy."", ""D. Một chuỗi văn bản.""]",B,"[""2.9_ThucHanh_DuAn""]",medium
Chg2_Pra_Q9,"Sau khi tìm được mô hình tốt nhất bằng `GridSearchCV`, làm thế nào để truy cập trực tiếp vào mô hình đó?","[""A. grid_search.best_estimator_"", ""B. grid_search.best_params_"", ""C. grid_search.model_"", ""D. grid_search.winner_ ""]",A,"[""2.9_ThucHanh_DuAn""]",easy
Chg2_Pra_Q10,"Thư viện nào được khuyên dùng trong sách để lưu (save) và tải (load) mô hình Scikit-Learn một cách hiệu quả (đặc biệt với các mảng NumPy lớn)?","[""A. pickle"", ""B. joblib"", ""C. json"", ""D. csv""]",B,"[""2.9_ThucHanh_DuAn""]",easy

Chg3_Q1_MCQ,"Bộ dữ liệu MNIST thường được gọi là gì trong lĩnh vực Machine Learning?","[""A. 'Hello World' của Machine Learning."", ""B. Bộ dữ liệu khó nhất thế giới."", ""C. Bộ dữ liệu về giá nhà."", ""D. Bộ dữ liệu khuôn mặt người.""]",A,"[""3.1_MNIST""]",easy
Chg3_Q2_MCQ,"Bộ phân loại nhị phân (Binary Classifier) có đặc điểm gì?","[""A. Phân loại dữ liệu thành nhiều hơn 2 lớp."", ""B. Chỉ phân biệt giữa hai lớp (ví dụ: 'Số 5' và 'Không phải số 5')."", ""C. Luôn luôn đúng 100%."", ""D. Không cần huấn luyện.""]",B,"[""3.2_PhanLoai_NhiPhan""]",easy
Chg3_Q3_MCQ,"Ma trận nhầm lẫn (Confusion Matrix) giúp đánh giá điều gì?","[""A. Tốc độ của thuật toán."", ""B. Hiệu suất chi tiết của mô hình phân loại (biết được mô hình hay nhầm lẫn lớp nào với lớp nào)."", ""C. Kích thước của dữ liệu."", ""D. Giá trị dự đoán của hồi quy.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",easy
Chg3_Q4_MCQ,"Độ chính xác (Precision) được tính theo công thức nào?","[""A. TP / (TP + FN)"", ""B. TP / (TP + FP) (Tỷ lệ dự đoán đúng trong số các trường hợp được dự đoán là dương tính)."", ""C. (TP + TN) / Tổng số"", ""D. FP / (TN + FP)""]",B,"[""3.3_DoHieuQua_PhanLoai""]",medium
Chg3_Q5_MCQ,"Độ phủ (Recall) hay Độ nhạy (Sensitivity) quan trọng trong trường hợp nào?","[""A. Khi muốn chắc chắn rằng dự đoán dương tính là cực kỳ chính xác."", ""B. Khi chi phí bỏ sót một trường hợp dương tính là rất cao (ví dụ: phát hiện ung thư)."", ""C. Khi dữ liệu cân bằng tuyệt đối."", ""D. Khi không quan tâm đến False Negatives.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",medium
Chg3_Q6_MCQ,"Chiến lược 'One-versus-All' (OvA) hay 'One-versus-the-Rest' dùng để làm gì?","[""A. Để so sánh các mô hình với nhau."", ""B. Để giải quyết bài toán phân loại đa lớp bằng cách sử dụng nhiều bộ phân loại nhị phân."", ""C. Để giảm chiều dữ liệu."", ""D. Để chọn ra đặc trưng tốt nhất.""]",B,"[""3.4_PhanLoai_DaLop""]",hard
Chg3_Q7_MCQ,"Khi phân tích lỗi (Error Analysis) của một mô hình phân loại, việc xem xét Confusion Matrix dưới dạng hình ảnh (đồ thị nhiệt) giúp ích gì?","[""A. Làm cho báo cáo đẹp hơn."", ""B. Dễ dàng nhận ra các mẫu lỗi sai cụ thể (ví dụ: số 3 hay bị nhầm thành số 5)."", ""C. Tăng độ chính xác ngay lập tức."", ""D. Giảm thời gian huấn luyện.""]",B,"[""3.5_PhanTich_Loi""]",medium
Chg3_Q8_MCQ,"Hệ thống phân loại đa nhãn (Multilabel Classification) là gì?","[""A. Phân loại đối tượng vào một lớp duy nhất trong nhiều lớp."", ""B. Mỗi đối tượng có thể được gán nhiều nhãn cùng lúc (ví dụ: một bức ảnh có cả 'người' và 'xe đạp')."", ""C. Hệ thống có nhiều người dán nhãn dữ liệu."", ""D. Phân loại dựa trên nhãn mác sản phẩm.""]",B,"[""3.6_PhanLoai_DaNhan""]",hard

Chg3_Q9_MCQ,"Tại sao 'Độ chính xác' (Accuracy) không phải là thước đo tốt cho các bộ dữ liệu bị lệch (Skewed Datasets)?","[""A. Vì nó tính toán quá chậm."", ""B. Vì nếu dữ liệu có 90% là lớp A, một mô hình ngây thơ luôn đoán là A cũng đã đạt độ chính xác 90%, dù nó không học được gì."", ""C. Vì Accuracy chỉ dùng cho hồi quy."", ""D. Vì Scikit-Learn không hỗ trợ.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",medium
Chg3_Q10_MCQ,"Điểm F1 (F1 Score) là gì?","[""A. Trung bình cộng của Precision và Recall."", ""B. Trung bình điều hòa (Harmonic Mean) của Precision và Recall, giúp trừng phạt các giá trị cực thấp."", ""C. Hiệu số giữa Precision và Recall."", ""D. Tổng của True Positive và True Negative.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",medium
Chg3_Q11_MCQ,"Mối quan hệ đánh đổi (Trade-off) giữa Precision và Recall diễn ra như thế nào?","[""A. Khi tăng Precision thì Recall cũng tăng theo."", ""B. Khi tăng ngưỡng quyết định (Decision Threshold) để tăng Precision, Recall thường sẽ giảm xuống (và ngược lại)."", ""C. Không có mối liên hệ nào giữa hai chỉ số này."", ""D. Precision và Recall luôn bằng nhau.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",hard
Chg3_Q12_MCQ,"Đường cong ROC (Receiver Operating Characteristic) biểu diễn mối quan hệ giữa hai đại lượng nào?","[""A. Precision và Recall."", ""B. Tỷ lệ dương tính thật (TPR - Recall) và Tỷ lệ dương tính giả (FPR)."", ""C. Accuracy và Loss."", ""D. F1 Score và Threshold.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",hard
Chg3_Q13_MCQ,"Diện tích dưới đường cong ROC (AUC - Area Under Curve) bằng 0.5 thể hiện điều gì?","[""A. Mô hình hoàn hảo."", ""B. Mô hình dự đoán ngẫu nhiên (như tung đồng xu), không có khả năng phân loại."", ""C. Mô hình bị Overfitting."", ""D. Mô hình bị lỗi code.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",medium
Chg3_Q14_MCQ,"Bạn nên ưu tiên sử dụng đường cong PR (Precision-Recall) thay vì ROC khi nào?","[""A. Khi dữ liệu rất cân bằng."", ""B. Khi lớp dương tính (Positive class) rất hiếm hoặc khi bạn quan tâm đến False Positives hơn là False Negatives."", ""C. Khi bạn không quan tâm đến kết quả."", ""D. Khi sử dụng thuật toán Random Forest.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",hard

Chg3_Q15_MCQ,"Chiến lược 'One-versus-One' (OvO) khác 'One-versus-All' (OvA) ở điểm nào?","[""A. OvO huấn luyện ít bộ phân loại hơn OvA."", ""B. OvO huấn luyện một bộ phân loại cho MỖI CẶP lớp (ví dụ: 0 vs 1, 0 vs 2...), phù hợp với thuật toán kém hiệu quả trên dữ liệu lớn (như SVM)."", ""C. OvO chỉ dùng cho phân loại nhị phân."", ""D. OvO không tồn tại trong thực tế.""]",B,"[""3.4_PhanLoai_DaLop""]",hard
Chg3_Q16_MCQ,"Bộ phân loại SGD (Stochastic Gradient Descent) trong Scikit-Learn có ưu điểm gì nổi bật?","[""A. Luôn luôn chính xác 100%."", ""B. Xử lý hiệu quả các bộ dữ liệu rất lớn và hỗ trợ học trực tuyến (Online Learning)."", ""C. Không cần tinh chỉnh siêu tham số."", ""D. Chỉ dùng được cho dữ liệu ảnh.""]",B,"[""3.2_PhanLoai_NhiPhan""]",medium
Chg3_Q17_MCQ,"Phân loại đa đầu ra (Multioutput Classification) là gì? Hãy chọn ví dụ đúng.","[""A. Phân loại chó và mèo."", ""B. Làm sạch nhiễu khỏi ảnh (Input: ảnh nhiễu, Output: ảnh sạch - trong đó mỗi pixel là một nhãn giá trị cường độ sáng)."", ""C. Dự đoán giá nhà."", ""D. Gom nhóm khách hàng.""]",B,"[""3.6_PhanLoai_DaNhan""]",hard
Chg3_Q18_MCQ,"Tình huống: Bạn xây dựng bộ lọc video an toàn cho trẻ em (Kids Safe Filter). Bạn sẽ ưu tiên chỉ số nào?","[""A. Recall cao (chấp nhận giữ lại video xấu còn hơn bỏ sót video tốt)."", ""B. Precision cao (thà loại bỏ nhầm video tốt còn hơn để lọt video xấu)."", ""C. Chỉ cần Accuracy cao."", ""D. F1 Score trung bình.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",medium
Chg3_Q19_MCQ,"Tình huống: Bạn xây dựng hệ thống phát hiện kẻ trộm trong siêu thị qua camera. Bạn muốn bắt được càng nhiều kẻ trộm càng tốt, dù đôi khi báo nhầm người ngay thẳng. Bạn cần tối ưu chỉ số nào?","[""A. Precision."", ""B. Recall (Độ phủ)."", ""C. Specificity."", ""D. Confusion Matrix.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",medium
Chg3_Q20_MCQ,"Khi nhìn vào Confusion Matrix, các con số nằm trên 'đường chéo chính' (từ góc trên trái xuống góc dưới phải) đại diện cho điều gì?","[""A. Số lượng dự đoán sai."", ""B. Số lượng dự đoán đúng (True Positives và True Negatives)."", ""C. Tổng số mẫu dữ liệu."", ""D. Các lớp không quan trọng.""]",B,"[""3.3_DoHieuQua_PhanLoai""]",easy

Chg3_Pra_Q3,"Trong Scikit-Learn, tại sao ta thường dùng `cross_val_predict()` thay vì `cross_val_score()` khi muốn xây dựng Ma trận nhầm lẫn (Confusion Matrix)?","[""A. Vì `cross_val_score` chỉ trả về điểm số đánh giá (như accuracy) chứ không trả về nhãn dự đoán cụ thể cho từng mẫu dữ liệu."", ""B. Vì `cross_val_predict` chạy nhanh hơn."", ""C. Vì `cross_val_score` bị lỗi với dữ liệu ảnh."", ""D. Vì `cross_val_predict` tự động vẽ biểu đồ.""]",A,"[""3.7_ThucHanh_PhanLoai""]",medium
Chg3_Pra_Q4,"Khi gọi hàm `confusion_matrix(y_true, y_pred)`, thứ tự tham số có quan trọng không?","[""A. Không, Scikit-Learn tự động nhận diện."", ""B. Có, tham số đầu tiên phải là nhãn thực tế (y_true), tham số thứ hai là nhãn dự đoán (y_pred). Nếu đảo ngược, ma trận sẽ bị chuyển vị (transposed) gây hiểu nhầm."", ""C. Có, tham số đầu tiên phải là y_pred."", ""D. Chỉ quan trọng nếu là phân loại đa lớp.""]",B,"[""3.7_ThucHanh_PhanLoai""]",easy
Chg3_Pra_Q5,"Để vẽ đường cong Precision-Recall, bạn cần lấy được 'điểm số quyết định' (decision scores) thay vì nhãn dự đoán. Bạn làm điều này bằng cách nào với `SGDClassifier`?","[""A. Gọi `model.predict(X)`."", ""B. Gọi `model.decision_function(X)` (hoặc dùng `method='decision_function'` trong `cross_val_predict`)."", ""C. Gọi `model.score(X)`."", ""D. Gọi `model.probability(X)`.""]",B,"[""3.7_ThucHanh_PhanLoai""]",hard
Chg3_Pra_Q6,"Thuật toán `SGDClassifier` rất nhạy cảm với tỷ lệ (scale) của các đặc trưng. Bước tiền xử lý nào là BẮT BUỘC để nó hoạt động hiệu quả?","[""A. `MinMaxScaler`."", ""B. `StandardScaler` (để đưa dữ liệu về phân phối chuẩn với trung bình 0, phương sai 1)."", ""C. `Normalizer`."", ""D. Không cần xử lý gì cả.""]",B,"[""3.7_ThucHanh_PhanLoai""]",medium
Chg3_Pra_Q7,"Để thực hiện bài toán Phân loại đa nhãn (Multilabel Classification), ví dụ một bức ảnh vừa là 'số lớn' (>=7) vừa là 'số lẻ', thuật toán nào trong Scikit-Learn hỗ trợ tự nhiên (native support)?","[""A. `SGDClassifier`."", ""B. `KNeighborsClassifier`."", ""C. `LogisticRegression`."", ""D. `SVC`.""]",B,"[""3.7_ThucHanh_PhanLoai""]",hard
Chg3_Pra_Q8,"Hàm `plot_precision_recall_curve` (hoặc `PrecisionRecallDisplay`) yêu cầu đầu vào là gì để vẽ đồ thị?","[""A. Chỉ cần model và dữ liệu X, y."", ""B. Cần danh sách các ngưỡng (thresholds)."", ""C. Cần Confusion Matrix."", ""D. Cần F1 Score.""]",A,"[""3.7_ThucHanh_PhanLoai""]",medium
Chg3_Pra_Q9,"Khi phân tích lỗi (Error Analysis) cho bài toán phân loại đa lớp, việc chuẩn hóa ma trận nhầm lẫn bằng cách chia mỗi giá trị cho tổng số ảnh của lớp tương ứng (hàng) giúp ích gì?","[""A. Giúp ma trận đẹp hơn."", ""B. Giúp so sánh tỷ lệ lỗi sai tương đối giữa các lớp, tránh việc các lớp có nhiều dữ liệu (lớp lớn) trông có vẻ bị sai nhiều hơn các lớp ít dữ liệu."", ""C. Giúp chuyển đổi sang ảnh đen trắng."", ""D. Giúp tăng độ chính xác.""]",B,"[""3.7_ThucHanh_PhanLoai""]",hard
Chg3_Pra_Q10,"Bộ dữ liệu MNIST có thể được tải về dễ dàng bằng hàm nào của Scikit-Learn?","[""A. `load_mnist()`"", ""B. `fetch_openml('mnist_784', as_frame=False)`"", ""C. `get_data('mnist')`"", ""D. `import_dataset('mnist')`""]",B,"[""3.7_ThucHanh_PhanLoai""]",easy

Chg4_Q1_MCQ,"Phương trình pháp tuyến (Normal Equation) trong Hồi quy tuyến tính dùng để làm gì?","[""A. Để tìm ra bộ tham số mô hình tốt nhất (Minimize Cost Function) bằng công thức toán học giải tích trực tiếp."", ""B. Để chuẩn hóa dữ liệu."", ""C. Để thực hiện Gradient Descent."", ""D. Để vẽ đồ thị.""]",A,"[""4.1_HoiQuy_TuyenTinh""]",easy
Chg4_Q2_MCQ,"Nhược điểm lớn nhất của Phương trình pháp tuyến (Normal Equation) là gì?","[""A. Không chính xác."", ""B. Độ phức tạp tính toán rất cao khi số lượng đặc trưng (features) lớn (ví dụ: n > 100,000), do phải tính nghịch đảo ma trận."", ""C. Không hoạt động với số thực."", ""D. Chỉ hoạt động trên dữ liệu ảnh.""]",B,"[""4.1_HoiQuy_TuyenTinh""]",hard
Chg4_Q3_MCQ,"Trong thuật toán Gradient Descent, tham số 'Learning Rate' (Tốc độ học) quá cao sẽ dẫn đến hiện tượng gì?","[""A. Mô hình hội tụ rất chậm."", ""B. Mô hình hội tụ ngay lập tức."", ""C. Thuật toán có thể nhảy qua điểm tối ưu và phân kỳ (Diverge) - càng chạy càng sai."", ""D. Không ảnh hưởng gì.""]",C,"[""4.2_Gradient_Descent""]",medium
Chg4_Q4_MCQ,"Tại sao cần phải thực hiện Feature Scaling (Chuẩn hóa đặc trưng) trước khi chạy Gradient Descent?","[""A. Để mô hình đẹp hơn."", ""B. Để thuật toán hội tụ nhanh hơn (đường đi xuống dốc thẳng hơn thay vì đi zíc-zắc)."", ""C. Phương trình pháp tuyến yêu cầu bắt buộc."", ""D. Để biến đổi bài toán thành phân loại.""]",B,"[""4.2_Gradient_Descent""]",medium
Chg4_Q5_MCQ,"Sự khác biệt chính giữa Batch Gradient Descent và Stochastic Gradient Descent (SGD) là gì?","[""A. Batch GD dùng toàn bộ dữ liệu để tính toán mỗi bước (chậm nhưng ổn định), còn SGD dùng duy nhất 1 mẫu ngẫu nhiên (nhanh nhưng dao động mạnh)."", ""B. Batch GD dùng cho RAM nhỏ, SGD dùng cho RAM lớn."", ""C. Batch GD luôn tốt hơn SGD."", ""D. SGD không bao giờ hội tụ.""]",A,"[""4.2_Gradient_Descent""]",medium
Chg4_Q6_MCQ,"Mini-batch Gradient Descent là sự kết hợp giữa?","[""A. Linear Regression và Logistic Regression."", ""B. Batch GD và Stochastic GD (Lấy một nhóm nhỏ mẫu ngẫu nhiên thay vì 1 hoặc tất cả)."", ""C. Học có giám sát và không giám sát."", ""D. Normal Equation và SVD.""]",B,"[""4.2_Gradient_Descent""]",easy
Chg4_Q7_MCQ,"Đồ thị hàm mất mát (Loss Function) của Hồi quy tuyến tính (MSE) có hình dạng gì đặc biệt?","[""A. Hình sin với nhiều cực tiểu cục bộ (Local Minima)."", ""B. Hình cái bát (Convex/Lồi), đảm bảo chỉ có một cực tiểu toàn cục (Global Minimum) duy nhất."", ""C. Hình phẳng."", ""D. Hình yên ngựa.""]",B,"[""4.2_Gradient_Descent""]",medium
Chg4_Q8_MCQ,"Hồi quy đa thức (Polynomial Regression) thực chất là gì?","[""A. Một thuật toán hoàn toàn mới không liên quan đến hồi quy tuyến tính."", ""B. Vẫn là hồi quy tuyến tính, nhưng ta tạo thêm các đặc trưng mới bằng cách lũy thừa các đặc trưng cũ (x^2, x^3...) rồi đưa vào mô hình."", ""C. Dùng để phân loại ảnh."", ""D. Là thuật toán cây quyết định.""]",B,"[""4.3_HoiQuy_DaThuc""]",medium
Chg4_Q9_MCQ,"Khi sử dụng Hồi quy đa thức bậc cao (ví dụ bậc 100), nguy cơ lớn nhất là gì?","[""A. Underfitting (Mô hình quá đơn giản)."", ""B. Overfitting (Mô hình quá phức tạp, uốn lượn theo từng điểm dữ liệu nhiễu)."", ""C. Máy tính không tính được."", ""D. Dữ liệu bị xóa mất.""]",B,"[""4.3_HoiQuy_DaThuc""]",medium

Chg4_Q10_MCQ,"Khi quan sát Learning Curve (Đường cong học tập), dấu hiệu nào cho thấy mô hình bị 'Underfitting' (Thiếu khớp)?","[""A. Sai số trên tập Train rất thấp, nhưng trên tập Validation rất cao."", ""B. Sai số trên cả tập Train và tập Validation đều cao và gần bằng nhau."", ""C. Sai số trên tập Train và Validation đều thấp."", ""D. Đường sai số Validation dao động mạnh.""]",B,"[""4.4_Learning_Curves""]",medium
Chg4_Q11_MCQ,"Nếu mô hình bị 'Overfitting' (Quá khớp), Learning Curve thường trông như thế nào?","[""A. Hai đường Train và Validation nằm sát nhau ở mức lỗi cao."", ""B. Có một khoảng cách (gap) lớn giữa đường Train (lỗi thấp) và đường Validation (lỗi cao hơn nhiều)."", ""C. Hai đường hội tụ về 0."", ""D. Đường Validation thấp hơn đường Train.""]",B,"[""4.4_Learning_Curves""]",medium
Chg4_Q12_MCQ,"Ridge Regression (Hồi quy Ridge) khác Hồi quy tuyến tính thường ở điểm nào?","[""A. Nó thêm một khoản phạt (penalty) tỷ lệ với bình phương độ lớn của trọng số (L2 norm) vào hàm mất mát, giúp giữ các trọng số nhỏ nhất có thể."", ""B. Nó sử dụng cây quyết định."", ""C. Nó loại bỏ các đặc trưng không quan trọng."", ""D. Nó chỉ dùng cho bài toán phân loại.""]",A,"[""4.5_MoHinh_ChinhQuy""]",medium
Chg4_Q13_MCQ,"Đặc điểm nổi bật nhất của Lasso Regression (L1 Regularization) là gì?","[""A. Luôn cho kết quả chính xác hơn Ridge."", ""B. Có khả năng tự động loại bỏ các đặc trưng ít quan trọng (đưa trọng số về đúng bằng 0), giúp mô hình thưa (sparse) và dễ giải thích hơn."", ""C. Tính toán nhanh hơn Ridge."", ""D. Không bao giờ bị Overfitting.""]",B,"[""4.5_MoHinh_ChinhQuy""]",hard
Chg4_Q14_MCQ,"Kỹ thuật 'Early Stopping' (Dừng sớm) hoạt động như thế nào?","[""A. Dừng huấn luyện ngay khi sai số trên tập Train bắt đầu tăng."", ""B. Dừng huấn luyện ngay khi sai số trên tập Validation bắt đầu tăng trở lại (dấu hiệu mô hình bắt đầu Overfit)."", ""C. Dừng huấn luyện sau đúng 100 vòng lặp."", ""D. Dừng khi máy tính quá nóng.""]",B,"[""4.5_MoHinh_ChinhQuy""]",easy
Chg4_Q15_MCQ,"Elastic Net là sự kết hợp giữa hai phương pháp nào?","[""A. Batch GD và Stochastic GD."", ""B. Ridge Regression và Lasso Regression."", ""C. Linear Regression và Logistic Regression."", ""D. SVM và Decision Tree.""]",B,"[""4.5_MoHinh_ChinhQuy""]",easy
Chg4_Q16_MCQ,"Hồi quy Logistic (Logistic Regression) thường được dùng cho bài toán nào?","[""A. Dự đoán giá nhà (Hồi quy)."", ""B. Phân loại nhị phân (Binary Classification), ví dụ: Thư rác hay không."", ""C. Phân cụm khách hàng."", ""D. Tạo ảnh nghệ thuật.""]",B,"[""4.6_HoiQuy_Logistic""]",easy
Chg4_Q17_MCQ,"Hàm Sigmoid trong Hồi quy Logistic có tác dụng gì?","[""A. Biến đổi đầu ra thành một giá trị xác suất nằm trong khoảng [0, 1]."", ""B. Biến đổi đầu ra thành số nguyên."", ""C. Loại bỏ số âm."", ""D. Tăng tốc độ tính toán.""]",A,"[""4.6_HoiQuy_Logistic""]",medium
Chg4_Q18_MCQ,"Hồi quy Softmax (Softmax Regression) là phiên bản mở rộng của Hồi quy Logistic để giải quyết vấn đề gì?","[""A. Phân loại đa lớp (Multiclass Classification) mà các lớp loại trừ lẫn nhau (ví dụ: nhận diện số 0-9)."", ""B. Phân loại đa nhãn (Multilabel)."", ""C. Hồi quy đa biến."", ""D. Xử lý dữ liệu chuỗi.""]",A,"[""4.6_HoiQuy_Logistic""]",medium
Chg4_Q19_MCQ,"Hàm mất mát (Cost Function) thường dùng cho Hồi quy Logistic và Softmax là gì?","[""A. Mean Squared Error (MSE)."", ""B. Mean Absolute Error (MAE)."", ""C. Log Loss (Cross-Entropy Loss)."", ""D. Hinge Loss.""]",C,"[""4.6_HoiQuy_Logistic""]",hard
